date,value
2021-12-01,106.24738251366627
2021-12-02,100.4012771841796
2021-12-03,60.4157311952782
2021-12-04,89.77867513550049
2021-12-05,95.4315763254471
2021-12-06,93.60259657965385
2021-12-07,117.25650370984631
2021-12-08,102.52884489600304
2021-12-09,103.21391087564072
2021-12-10,91.06824972232403
2021-12-11,86.67984599532507
2021-12-12,69.1467540014929
2021-12-13,115.24658048143546
2021-12-14,109.08065894461429
2021-12-15,65.24473410707404
2021-12-16,128.58929083095924
2021-12-17,102.26919016252147
2021-12-18,86.098696615259
2021-12-19,100.28048764065528
2021-12-20,108.42000368452645
2021-12-21,70.44171563193723
2021-12-22,157.83860347544191
2021-12-23,132.79190047617672
2021-12-24,119.47276065672264
2021-12-25,133.56230199859374
2021-12-26,116.92492152101214
2021-12-27,95.50677204433597
2021-12-28,96.55332020906286
2021-12-29,121.04074449467915
2021-12-30,109.59153598742623
2021-12-31,100.98819364514235
2022-01-01,145.87743740148477
2022-01-02,97.25191769610674
2022-01-03,104.316915141337
2022-01-04,127.1733560269742
2022-01-05,89.83808007369711
2022-01-06,80.15466522160955
2022-01-07,121.92430953158939
2022-01-08,71.23708370355827
2022-01-09,67.18134486538051
2022-01-10,103.49733179485794
2022-01-11,92.00354241304727
2022-01-12,64.73223003010023
2022-01-13,73.94858275123042
2022-01-14,125.32107076604639
2022-01-15,91.20954563329737
2022-01-16,88.95132418903773
2022-01-17,85.29986161678774
2022-01-18,136.36019619602706
2022-01-19,131.37426184420008
2022-01-20,87.87328354214131
2022-01-21,88.48727473959883
2022-01-22,114.62806784053673
2022-01-23,82.75535720972478
2022-01-24,116.27319431129203
2022-01-25,95.73440976042951
2022-01-26,113.83319360433342
2022-01-27,107.06047029035527
2022-01-28,62.23709248449413
2022-01-29,69.64308963998008
2022-01-30,82.69300939545715
2022-01-31,123.6984815109935
2022-02-01,62.83288978092091
2022-02-02,75.07198690185558
2022-02-03,99.34921720747418
2022-02-04,70.61989732101512
2022-02-05,69.68092807209875
2022-02-06,110.12701672021046
2022-02-07,113.9127852468149
2022-02-08,57.46383514703397
2022-02-09,91.8852983614603
2022-02-10,95.00507814566781
2022-02-11,57.497847960782906
2022-02-12,94.31351593049277
2022-02-13,113.72757734912986
2022-02-14,150.91618076385586
2022-02-15,60.03683838130479
2022-02-16,110.93850312099916
2022-02-17,136.75267043513196
2022-02-18,97.37498424161339
2022-02-19,72.71258066233015
2022-02-20,88.54306883821407
2022-02-21,101.2816826787185
2022-02-22,88.86045399182146
2022-02-23,108.23124794583036
2022-02-24,90.71697306815756
2022-02-25,58.39100561056771
2022-02-26,93.21455559246881
2022-02-27,68.01957687255728
2022-02-28,118.26751154652419
2022-03-01,85.37660075498556
2022-03-02,124.11313968266882
2022-03-03,90.870690243309
2022-03-04,116.4994936752848
2022-03-05,99.55888306315039
2022-03-06,85.6804313848819
2022-03-07,115.24156901260841
2022-03-08,102.82035987226425
2022-03-09,86.76745618177003
2022-03-10,102.68385870059083
2022-03-11,123.81289271957854
2022-03-12,99.60071653782722
2022-03-13,76.28159864251786
2022-03-14,97.56968511199689
2022-03-15,111.42049505664987
2022-03-16,106.21938357806394
2022-03-17,93.8485032812166
2022-03-18,74.67311682138471
2022-03-19,75.81299681275704
2022-03-20,111.1726491441824
2022-03-21,95.326787266357
2022-03-22,139.9815923486086
2022-03-23,99.71981684233242
2022-03-24,91.4669709347915
2022-03-25,100.64971641529173
2022-03-26,80.67813180004734
2022-03-27,115.75478834641555
2022-03-28,112.55990859434141
2022-03-29,83.38550938780112
2022-03-30,109.7304560240461
2022-03-31,132.60165882920344
