date,value
2021-12-01,89.51262173198421
2021-12-02,64.52563755859839
2021-12-03,100.51092946461331
2021-12-04,81.12283981864033
2021-12-05,106.15434311399261
2021-12-06,60.28894733512837
2021-12-07,89.26045733010159
2021-12-08,74.02171845733568
2021-12-09,84.53857733401672
2021-12-10,61.95745140292746
2021-12-11,80.88014174351224
2021-12-12,101.00115759738554
2021-12-13,106.24599811672815
2021-12-14,108.83420507049584
2021-12-15,127.85253508876849
2021-12-16,74.89544835849219
2021-12-17,100.36461941454755
2021-12-18,85.40157521015284
2021-12-19,117.54984337802136
2021-12-20,119.77709877529772
2021-12-21,111.88814936637003
2021-12-22,108.11604409442032
2021-12-23,89.80901527036772
2021-12-24,107.20201502061242
2021-12-25,88.43299606787517
2021-12-26,81.08198241963733
2021-12-27,83.46565691042485
2021-12-28,104.26800179319582
2021-12-29,102.09826985296584
2021-12-30,74.0304984922409
2021-12-31,57.62715261630895
2022-01-01,80.89696891023395
2022-01-02,89.5392742597447
2022-01-03,90.89859533729228
2022-01-04,44.33758252880239
2022-01-05,44.43382677925691
2022-01-06,108.89949574545965
2022-01-07,80.73244456356056
2022-01-08,103.45030172893297
2022-01-09,128.13127236972312
2022-01-10,84.55023794776065
2022-01-11,107.50079887409342
2022-01-12,103.05889313279732
2022-01-13,113.26306029107181
2022-01-14,79.68913352284882
2022-01-15,80.20709987492448
2022-01-16,96.89741133301393
2022-01-17,115.89832448427397
2022-01-18,88.43866110182596
2022-01-19,167.65919878481344
2022-01-20,71.17373631263858
2022-01-21,99.1497344511502
2022-01-22,76.94059830230013
2022-01-23,104.01705576066652
2022-01-24,102.59458815128211
2022-01-25,104.15577253228314
2022-01-26,100.60177173131699
2022-01-27,98.04018507723814
2022-01-28,88.0670212870116
2022-01-29,77.44394618194309
2022-01-30,119.33192911267068
2022-01-31,106.63641284385207
2022-02-01,119.5247796131981
2022-02-02,136.7890307066903
2022-02-03,124.39772293357215
2022-02-04,79.45381208362747
2022-02-05,103.29404218820589
2022-02-06,110.56581818523235
2022-02-07,64.27490255252985
2022-02-08,82.35136193216523
2022-02-09,84.57698259768019
2022-02-10,74.26935993373459
2022-02-11,110.51224940520468
2022-02-12,85.11824916097542
2022-02-13,93.18046939383859
2022-02-14,77.99896986939254
2022-02-15,81.57059654970257
2022-02-16,97.18881540155857
2022-02-17,99.42938628641436
2022-02-18,103.55424322543314
2022-02-19,70.37294724278274
2022-02-20,90.2074575605216
2022-02-21,92.79069230088129
2022-02-22,101.05629026867992
2022-02-23,153.0487139440767
2022-02-24,81.43992105557655
2022-02-25,100.37330446388258
2022-02-26,76.99569279628601
2022-02-27,95.33533152235107
2022-02-28,114.26612568080326
2022-03-01,74.3157305838562
2022-03-02,105.79425117348288
2022-03-03,66.90766194368891
2022-03-04,126.42853531529303
2022-03-05,116.32358153795613
2022-03-06,85.16181548532573
2022-03-07,103.94105577481774
2022-03-08,105.54213742788357
2022-03-09,110.20149385784094
2022-03-10,103.92831945979238
2022-03-11,83.10227382157484
2022-03-12,112.60405878999691
2022-03-13,85.96019851352769
2022-03-14,95.55455235253534
2022-03-15,121.63581554521588
2022-03-16,82.59133886627143
2022-03-17,82.18621829420456
2022-03-18,126.73137589213604
2022-03-19,79.56581212341973
2022-03-20,97.43703759005113
2022-03-21,131.51647197923194
2022-03-22,123.38642357038864
2022-03-23,48.62673310212003
2022-03-24,113.38481904299039
2022-03-25,96.99891342731337
2022-03-26,81.34524350823617
2022-03-27,99.65824661904017
2022-03-28,95.8314895061045
2022-03-29,147.47403538989965
2022-03-30,100.84356651002196
2022-03-31,125.0659574355446
